x;y;u;v;column;row
-0.019488;0.254502;0.031250;0.343750;1;11
0.003998;0.229550;0.062500;0.343750;2;11
0.029034;0.204556;0.093750;0.343750;3;11
0.055691;0.179697;0.125000;0.343750;4;11
0.084026;0.155184;0.156250;0.343750;5;11
0.114080;0.131259;0.187500;0.343750;6;11
0.145873;0.108192;0.218750;0.343750;7;11
0.179397;0.086282;0.250000;0.343750;8;11
0.214593;0.065837;0.281250;0.343750;9;11
0.251377;0.047185;0.312500;0.343750;10;11
0.289643;0.030668;0.343750;0.343750;11;11
0.329242;0.016613;0.375000;0.343750;12;11
0.369985;0.005361;0.406250;0.343750;13;11
0.411641;-0.002844;0.437500;0.343750;14;11
0.453944;-0.007882;0.468750;0.343750;15;11
0.496604;-0.009700;0.500000;0.343750;16;11
0.539311;-0.008415;0.531250;0.343750;17;11
0.581738;-0.004009;0.562500;0.343750;18;11
0.623577;0.003647;0.593750;0.343750;19;11
0.664544;0.014616;0.625000;0.343750;20;11
0.704386;0.028824;0.656250;0.343750;21;11
0.742883;0.045843;0.687500;0.343750;22;11
0.779856;0.065145;0.718750;0.343750;23;11
0.815169;0.086185;0.750000;0.343750;24;11
0.848748;0.108545;0.781250;0.343750;25;11
0.880569;0.132010;0.812500;0.343750;26;11
0.910623;0.156360;0.843750;0.343750;27;11
0.938933;0.181399;0.875000;0.343750;28;11
0.965540;0.206900;0.906250;0.343750;29;11
0.990501;0.232614;0.937500;0.343750;30;11
1.013884;0.258361;0.968750;0.343750;31;11
1.035769;0.283992;1.000000;0.343750;32;11
-0.043577;0.302084;0.000000;0.375000;0;12
-0.021759;0.277370;0.031250;0.375000;1;12
0.001549;0.252394;0.062500;0.375000;2;12
0.026430;0.227304;0.093750;0.375000;3;12
0.052961;0.202279;0.125000;0.375000;4;12
0.081208;0.177529;0.156250;0.375000;5;12
0.111220;0.153300;0.187500;0.375000;6;12
0.143024;0.129870;0.218750;0.375000;7;12
0.176620;0.107548;0.250000;0.375000;8;12
0.211955;0.086650;0.281250;0.375000;9;12
0.248946;0.067518;0.312500;0.375000;10;12
0.287489;0.050521;0.343750;0.375000;11;12
0.327434;0.036017;0.375000;0.375000;12;12
0.368587;0.024373;0.406250;0.375000;13;12
0.410705;0.015861;0.437500;0.375000;14;12
0.453510;0.010629;0.468750;0.375000;15;12
0.496694;0.008751;0.500000;0.375000;16;12
0.539929;0.010122;0.531250;0.375000;17;12
0.582870;0.014747;0.562500;0.375000;18;12
0.625191;0.022730;0.593750;0.375000;19;12
0.666592;0.034100;0.625000;0.375000;20;12
0.706809;0.048748;0.656250;0.375000;21;12
0.745611;0.066228;0.687500;0.375000;22;12
0.782811;0.085992;0.718750;0.375000;23;12
