x;y;u;v;column;row
0.066667;0.593750;0.066667;0.593750;1;19
0.133333;0.593750;0.133333;0.593750;2;19
0.200000;0.593750;0.200000;0.593750;3;19
0.266667;0.593750;0.266667;0.593750;4;19
0.333333;0.593750;0.333333;0.593750;5;19
0.400000;0.593750;0.400000;0.593750;6;19
0.466667;0.593750;0.466667;0.593750;7;19
0.533333;0.593750;0.533333;0.593750;8;19
0.600000;0.593750;0.600000;0.593750;9;19
0.666667;0.593750;0.666667;0.593750;10;19
0.733333;0.593750;0.733333;0.593750;11;19
0.800000;0.593750;0.800000;0.593750;12;19
0.866667;0.593750;0.866667;0.593750;13;19
0.933333;0.593750;0.933333;0.593750;14;19
1.000000;0.593750;1.000000;0.593750;15;19
0.000000;0.625000;0.000000;0.625000;0;20
0.066667;0.625000;0.066667;0.625000;1;20
0.133333;0.625000;0.133333;0.625000;2;20
0.200000;0.625000;0.200000;0.625000;3;20
0.266667;0.625000;0.266667;0.625000;4;20
0.333333;0.625000;0.333333;0.625000;5;20
0.400000;0.625000;0.400000;0.625000;6;20
0.466667;0.625000;0.466667;0.625000;7;20
0.533333;0.625000;0.533333;0.625000;8;20
0.600000;0.625000;0.600000;0.625000;9;20
0.666667;0.625000;0.666667;0.625000;10;20
0.733333;0.625000;0.733333;0.625000;11;20
0.800000;0.625000;0.800000;0.625000;12;20
0.866667;0.625000;0.866667;0.625000;13;20
0.933333;0.625000;0.933333;0.625000;14;20
1.000000;0.625000;1.000000;0.625000;15;20
0.000000;0.656250;0.000000;0.656250;0;21
0.066667;0.656250;0.066667;0.656250;1;21
0.133333;0.656250;0.133333;0.656250;2;21
0.200000;0.656250;0.200000;0.656250;3;21
0.266667;0.656250;0.266667;0.656250;4;21
0.333333;0.656250;0.333333;0.656250;5;21
0.400000;0.656250;0.400000;0.656250;6;21
0.466667;0.656250;0.466667;0.656250;7;21
0.533333;0.656250;0.533333;0.656250;8;21
0.600000;0.656250;0.600000;0.656250;9;21
0.666667;0.656250;0.666667;0.656250;10;21
0.733333;0.656250;0.733333;0.656250;11;21
0.800000;0.656250;0.800000;0.656250;12;21
0.866667;0.656250;0.866667;0.656250;13;21
0.933333;0.656250;0.933333;0.656250;14;21
1.000000;0.656250;1.000000;0.656250;15;21
0.000000;0.687500;0.000000;0.687500;0;22
0.066667;0.687500;0.066667;0.687500;1;22
0.133333;0.687500;0.133333;0.687500;2;22
0.200000;0.687500;0.200000;0.687500;3;22
0.266667;0.687500;0.266667;0.687500;4;22
0.333333;0.687500;0.333333;0.687500;5;22
0.400000;0.687500;0.400000;0.687500;6;22
0.466667;0.687500;0.466667;0.687500;7;22
0.533333;0.687500;0.533333;0.687500;8;22
0.600000;0.687500;0.600000;0.687500;9;22
0.666667;0.687500;0.666667;0.687500;10;22
0.733333;0.687500;0.733333;0.687500;11;22
0.800000;0.687500;0.800000;0.687500;12;22
0.866667;0.687500;0.866667;0.687500;13;22
0.933333;0.687500;0.933333;0.687500;14;22
1.000000;0.687500;1.000000;0.687500;15;22
0.000000;0.718750;0.000000;0.718750;0;23
0.066667;0.718750;0.066667;0.718750;1;23
0.133333;0.718750;0.133333;0.718750;2;23
0.200000;0.718750;0.200000;0.718750;3;23
0.266667;0.718750;0.266667;0.718750;4;23
0.333333;0.718750;0.333333;0.718750;5;23
0.400000;0.718750;0.400000;0.718750;6;23
0.466667;0.718750;0.466667;0.718750;7;23
0.533333;0.718750;0.533333;0.718750;8;23
0.600000;0.718750;0.600000;0.718750;9;23
0.666667;0.718750;0.666667;0.718750;10;23
0.733333;0.718750;0.733333;0.718750;11;23
0.800000;0.718750;0.800000;0.718750;12;23
0.866667;0.718750;0.866667;0.718750;13;23
0.933333;0.718750;0.933333;0.718750;14;23
1.000000;0.718750;1.000000;0.718750;15;23
0.000000;0.750000;0.000000;0.750000;0;24
0.066667;0.750000;0.066667;0.750000;1;24
0.133333;0.750000;0.133333;0.750000;2;24
0.200000;0.750000;0.200000;0.750000;3;24
0.266667;0.750000;0.266667;0.750000;4;24
0.333333;0.750000;0.333333;0.750000;5;24
0.400000;0.750000;0.400000;0.750000;6;24
0.466667;0.750000;0.466667;0.750000;7;24
0.533333;0.750000;0.533333;0.750000;8;24
0.600000;0.750000;0.600000;0.750000;9;24
0.666667;0.750000;0.666667;0.750000;10;24
0.733333;0.750000;0.733333;0.750000;11;24
0.800000;0.750000;0.800000;0.750000;12;24
0.866667;0.750000;0.866667;0.750000;13;24
0.933333;0.750000;0.933333;0.750000;14;24
1.000000;0.750000;1.000000;0.750000;15;24
0.000000;0.781250;0.000000;0.781250;0;25
0.066667;0.781250;0.066667;0.781250;1;25
0.133333;0.781250;0.133333;0.781250;2;25
0.200000;0.781250;0.200000;0.781250;3;25
0.266667;0.781250;0.266667;0.781250;4;25
0.333333;0.781250;0.333333;0.781250;5;25
0.400000;0.781250;0.400000;0.781250;6;25
0.466667;0.781250;0.466667;0.781250;7;25
0.533333;0.781250;0.533333;0.781250;8;25
0.600000;0.781250;0.600000;0.781250;9;25
0.666667;0.781250;0.666667;0.781250;10;25
0.733333;0.781250;0.733333;0.781250;11;25
0.800000;0.781250;0.800000;0.781250;12;25
0.866667;0.781250;0.866667;0.781250;13;25
0.933333;0.781250;0.933333;0.781250;14;25
1.000000;0.781250;1.000000;0.781250;15;25
0.000000;0.812500;0.000000;0.812500;0;26
0.066667;0.812500;0.066667;0.812500;1;26
0.133333;0.812500;0.133333;0.812500;2;26
0.200000;0.812500;0.200000;0.812500;3;26
0.266667;0.812500;0.266667;0.812500;4;26
0.333333;0.812500;0.333333;0.812500;5;26
0.400000;0.812500;0.400000;0.812500;6;26
0.466667;0.812500;0.466667;0.812500;7;26
0.533333;0.812500;0.533333;0.812500;8;26
0.600000;0.812500;0.600000;0.812500;9;26
0.666667;0.812500;0.666667;0.812500;10;26
0.733333;0.812500;0.733333;0.812500;11;26
0.800000;0.812500;0.800000;0.812500;12;26
0.866667;0.812500;0.866667;0.812500;13;26
0.933333;0.812500;0.933333;0.812500;14;26
1.000000;0.812500;1.000000;0.812500;15;26
0.000000;0.843750;0.000000;0.843750;0;27
